username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
foxvillager;02/11/2016 06:43;0;7;LRT literally what they did to me, i was diagnosed with bipolar 2 when i really had bpd but bc i was 17 (almost 18) they REFUSED to -;;;;7.94E+17;https://twitter.com/foxvillager/status/793584274037432320
bpd_orchid;02/11/2016 03:34;0;7;I made this blog & Twitter because when I was first diagnosed with #bpd , I felt so alone & like I couldn't talk about my experiences.;;;#bpd;7.94E+17;https://twitter.com/bpd_orchid/status/793536751453270016
pseudozombie;29/10/2016 00:51;0;2;I was just diagnosed with BPD . I DO love my children and husband. #endstigma #mentalhealth #timeforchange #discrimination #misinformation https:// twitter.com/PsychSavant/st atus/653942147347976192 ;;;#endstigma #mentalhealth #timeforchange #discrimination #misinformation;7.92E+17;https://twitter.com/pseudozombie/status/792046205434036224
melancholia_x;27/10/2016 10:06;4;21;How long ago I was diagnosed with : ED - 10 yrs PTSD - 7 yrs Depression - 7 yrs Anxiety - 7 yrs BPD - 3 yrs SO DONT TELL ME ITLL GET BETTER;;;;7.91E+17;https://twitter.com/melancholia_x/status/791461115851055104
QuillJunior;25/10/2016 01:56;0;0;@ChemistryOnHigh  I was diagnosed with BPD . Borderline Personality Disorder. It changed me...;;@ChemistryOnHigh;;7.91E+17;https://twitter.com/QuillJunior/status/790612971030515713
obcpippa;24/10/2016 00:55;0;0;How did you know you had bpd ? What were the signs a...  i was diagnosed with bpd shortly after i was diagno... http:// curiouscat.me/phillipas/post /35899651 ;;;;7.90E+17;https://twitter.com/obcpippa/status/790235211275436032
JuneGrayy;20/10/2016 09:01;0;1;I was diagnosed with bpd;;;;7.89E+17;https://twitter.com/JuneGrayy/status/788907874302820355
BRI_to_the_BLEI;20/10/2016 05:09;0;0;@BobbiLParish I was diagnosed with BPD and PTSD, and my therapist told me to never mention my BPD . The stigma is intense.;;@BobbiLParish;;7.89E+17;https://twitter.com/BRI_to_the_BLEI/status/788849684546744324
garagedyke;20/10/2016 04:37;0;0;@ByronBernstein I was diagnosed with BPD this year, dad. Shit is not fun at all. Maybe look into DBT. Really helps some people.;;@ByronBernstein;;7.89E+17;https://twitter.com/garagedyke/status/788841537970909184
MiuraSky;19/10/2016 07:50;1;1;It's kind of funny and I feel pathetic of myself for it because ever since I was diagnosed with BPD , I was really against going on meds-;;;;7.89E+17;https://twitter.com/MiuraSky/status/788527673353969664
PiecesofMe7;16/10/2016 18:39;0;0;A message from a follower : I was diagnosed with BPD about 5 years ago and there were days I thought I wasn't... http:// fb.me/60rTBMPuL;;;;7.88E+17;https://twitter.com/PiecesofMe7/status/787603910932459520
bpd_orchid;15/10/2016 21:10;1;4;Hi to all my new (and old!) followers. I made my Twitter & blog in response to feeling alone when I was diagnosed with #BPD . #YouAreNotAlone;;;#bpd #youarenotalone;7.87E+17;https://twitter.com/bpd_orchid/status/787279375091785728
bpd_orchid;15/10/2016 03:44;3;13;Being diagnosed with #BPD was like being handed a map when I was lost in the woods.;;;#bpd;7.87E+17;https://twitter.com/bpd_orchid/status/787016345615474688
HighKeyBaddie;15/10/2016 02:19;1;3;I was diagnosed with BPD (borderline personality disorder) and got put on ssri's;North Highlands, CA;;;7.87E+17;https://twitter.com/HighKeyBaddie/status/786994751153197056
luvyournoodle;13/10/2016 01:19;0;0;@SarahCAndersen I'm I was diagnosed with BPD today;Goshen, IN;@SarahCAndersen;;7.86E+17;https://twitter.com/luvyournoodle/status/786255050331086849
timethyheller;11/10/2016 07:54;0;6;@timethyheller now is a better time than any to say publicly that this year I was diagnosed with BPD;;@timethyheller;;7.86E+17;https://twitter.com/timethyheller/status/785629525971394560
Caserno1015;11/10/2016 02:42;0;1;@Rizzmigizz dude I was diagnosed with bipolar and bpd in same year. Went on meds. Went crazy destroyed my life.;;@Rizzmigizz;;7.86E+17;https://twitter.com/Caserno1015/status/785551168281862145
Futura4000;11/10/2016 02:21;0;0;It's been almost 5 months since I was Diagnosed with BPD . I've seen such a tremendous growth in myself now that I'm aware.;;;;7.86E+17;https://twitter.com/Futura4000/status/785545868749508612
delanodaughter;10/10/2016 23:37;0;0;I spent 9 years trying to kill myself. I was diagnosed with BPD , OCD & anorexia by the time I was 12. END THE STIGMA! #WorldMentalHealthDay;;;#worldmentalhealthday;7.86E+17;https://twitter.com/delanodaughter/status/785504589814624256
estherbeadle;10/10/2016 22:15;0;1;I read this when I was first diagnosed with #BPD - it explains a LOT. Really good run-down for anyone, regardless of relationship. #WMHD16 https:// twitter.com/victoria_hanna h/status/785467650642178048 ;Newcastle Upon Tyne, England;;#bpd #wmhd16;7.85E+17;https://twitter.com/estherbeadle/status/785483947279081476
hxvvxh;10/10/2016 18:27;0;0;I was diagnosed with BPD & GAD recently but it doesn't define me :))))) #MentalHealthAwarenessDay;;;#mentalhealthawarenessday;7.85E+17;https://twitter.com/hxvvxh/status/785426475382079488
chelseacarla_x;10/10/2016 16:05;0;3;I was diagnosed with BPD this year and I openly wrote about it on my blog. URL lebeaufleur.com/2016/08/living -with-bpd.html  #thegirlgang #WorldMentalHealthDay;;;#thegirlgang #worldmentalhealthday;7.85E+17;https://twitter.com/chelseacarla_x/status/785390904286797824
joliecavill;09/10/2016 23:59;0;5;2: I was diagnosed with bpd when I was 16, it's truly been a joy to live with pic.twitter.com/Okq5fmIe4o;;;;7.85E+17;https://twitter.com/joliecavill/status/785147560608600064
SarahEHoll;04/10/2016 18:50;0;0;@khalllaw when I was diagnosed with BPD , and my mum was reading through diagnostic criteria with her brother at home, uncle's reaction was;;@khalllaw;;7.83E+17;https://twitter.com/SarahEHoll/status/783258073053802496
LaurCDark;04/10/2016 08:26;0;2;Being diagnosed with #BPD wasn't a sentence. It actually brought freedom as I was able to start proper treatment. #MentalHealthAwarenessWeek;;;#bpd #mentalhealthawarenessweek;7.83E+17;https://twitter.com/LaurCDark/status/783100838394916864
alliebeas;03/10/2016 00:14;0;7;i was only recently diagnosed with bpd , panic disorder and severe depression but prior to this i researched a lot for my own peace of mind;;;;7.83E+17;https://twitter.com/alliebeas/status/782614647295868930
LadyMirtazapine;02/10/2016 17:12;1;1;CPTSD was the first thing I was diagnosed with , now also BPD . I find elements of both helpful in understanding what's going on with me. https:// twitter.com/StoryingShef/s tatus/782503467713720320 ;;;;7.83E+17;https://twitter.com/LadyMirtazapine/status/782508621347323904
michaelking35;30/09/2016 05:10;0;0;I'm 12 and I was diagnosed with BPD . Will I ever be normal? URL quora.com/Im-12-and-I-wa s-diagnosed-with-BPD-Will-I-ever-be-normal/answer/Mike-King-51?share=48c4a64d ;;;;7.82E+17;https://twitter.com/michaelking35/status/781602192037904385
HobieOtt;28/09/2016 12:34;0;1;@kriscrittah I was diagnosed with BPD and PTSD-C yesterday. Wishing you the best of luck with your recovery.;;@kriscrittah;;7.81E+17;https://twitter.com/HobieOtt/status/780989065021849600
chimerafflesia;28/09/2016 10:29;0;2;@TrickstarBrave i think i was diagnosed with bipolar ii but honestly im more manic than depressive. but when im low my bpd makes it worse.;;@TrickstarBrave;;7.81E+17;https://twitter.com/chimerafflesia/status/780957559796686848
bpd_orchid;27/09/2016 05:21;1;11;Hello to my new (and old!) followers. I made this blog & Twitter because when I was diagnosed with #BPD I felt so confused & alone!;;;#bpd;7.81E+17;https://twitter.com/bpd_orchid/status/780517784157622272
grumpybearzuk;25/09/2016 04:08;0;7;@ImThomasGibson I was just diagnosed with BPD and with my love of criminal minds it given the motivation to train as a therapist to help;;@ImThomasGibson;;7.80E+17;https://twitter.com/grumpybearzuk/status/779774638515683332
bloodharvst;23/09/2016 06:01;0;0;i was diagnosed with depression and a panic disorde...  Bpd is also a bit more than just personal relations... https:// curiouscat.me/ghostwolvess/p ost/22819551 ;;;;7.79E+17;https://twitter.com/bloodharvst/status/779078247292268544
bIoodnz;21/09/2016 09:32;0;4;ok i was diagnosed with anxiety, depression, gender dysphoria, and bpd traits bc im not 18 yet;;;;7.78E+17;https://twitter.com/bIoodnz/status/778406398841454593
lala_Lucie;20/09/2016 07:31;0;3;Wow, I can't believe I was diagnosed with BPD nearly 8 years ago and I'm only now (potentially) getting the correct treatment;;;;7.78E+17;https://twitter.com/lala_Lucie/status/778013592981540864
FaerieKitteh;20/09/2016 03:38;0;0;I was recently diagnosed with bpd . Interesting to learn these things. https:// twitter.com/MxxnlightSonat a/status/777947039837585408 ;;;;7.78E+17;https://twitter.com/FaerieKitteh/status/777955146881916928
melancholia_x;19/09/2016 19:37;0;1;I didn't think I had bpd when I was diagnosed with it. Now that it's taken off my records, I think that I probably do have it.;;;;7.78E+17;https://twitter.com/melancholia_x/status/777834090540171264
Patrici71397418;19/09/2016 11:08;0;0;@freeandabove I was diagnosed with bpd and ptsd years ago along with bipolar disorder. The bpd kind of got put on the shelf. It was re-;;@freeandabove;;7.78E+17;https://twitter.com/Patrici71397418/status/777705880263372800
taityjo;16/09/2016 08:40;0;0;@AmberLPortwood I was diagnosed with BPD a year ago. Didn't want to accept it right away either. Hang in there girl!;;@AmberLPortwood;;7.77E+17;https://twitter.com/taityjo/status/776581591581728768
Iifeisstrange;15/09/2016 17:01;0;0;that one thread i just quoted made me think of the time when i got diagnosed with bpd and i was so scared that ppl might not want to talk-;;;;7.76E+17;https://twitter.com/Iifeisstrange/status/776345089375367169
pupositive;14/09/2016 22:08;0;1;[CW] Now 6 years after I was diagnosed with depression, social anxiety & bulimia (recently also BPD ) I am in a much better place mentally;;;;7.76E+17;https://twitter.com/pupositive/status/776059942994374656
balloons_brain;12/09/2016 04:32;0;2;@BackofBeyondS35 I agree not to ponder too much, but i must admit when i was diagnosed with BPD it felt like my life made sense!! #BPDChat;;@BackofBeyondS35;#bpdchat;7.75E+17;https://twitter.com/balloons_brain/status/775069651445383168
_sarahdorman;11/09/2016 05:02;0;1;because apparently BPD wasn't enough, at 12 I was diagnosed with depression. More pills for Sass;;;;7.75E+17;https://twitter.com/_sarahdorman/status/774714733106724869
STARCHILD0920;09/09/2016 23:24;0;2;@VargasSTL @klady1977 i was diagnosed with BPD in 1990... But I DO NOT take any RX. I just force myself to stay balanced on my tightrope :);;@VargasSTL @klady1977;;7.74E+17;https://twitter.com/STARCHILD0920/status/774267323444101120
Maria_Stack;08/09/2016 12:49;0;1;@flossy__xo I do indeed. I was referred to a DBT group after being diagnosed with BPD;;@flossy__xo;;7.74E+17;https://twitter.com/Maria_Stack/status/773745147666243584
cassie_morgue;08/09/2016 10:35;0;1;I have BPD and yesterday I was diagnosed with OCD as well.;;;;7.74E+17;https://twitter.com/cassie_morgue/status/773711331329355776
eldnhistories;02/09/2016 03:14;0;5;OK I'm up to date with BoJack now. I'm pretty glad I was diagnosed with BPD prior to watching this so I didn't find out via a cartoon horse;;;;7.71E+17;https://twitter.com/eldnhistories/status/771425951712440320
jomakessix;30/08/2016 04:53;2;1;When I was recently diagnosed with #BPD , it was a shock to find most literature on #BPD was to help those who live with us, not the Sufferer;;;#bpd #bpd;7.70E+17;https://twitter.com/jomakessix/status/770363734015565824
fl0rmel;29/08/2016 04:14;0;0;lrt me when I was getting diagnosed with bpd and all tests were giving me severe result;;;;7.70E+17;https://twitter.com/fl0rmel/status/769991565666287617
MERRYJAUREGUl;28/08/2016 05:31;0;1;like???? no I have BPD I've been diagnosed with BPD  and she was like oh we usually say borderline traits it's softer I was like... Yea;;;;7.70E+17;https://twitter.com/MERRYJAUREGUl/status/769648478129491968
cheryl_fyfield;26/08/2016 04:28;0;0;When I was diagnosed with bpd I was also diagnosed with a Depressive Mood disorder and 3 years later I still don't know what it is.;;;;7.69E+17;https://twitter.com/cheryl_fyfield/status/768907989126352896
elisekumar;21/08/2016 10:14;0;0;were you diagnosed with ADHD? if yes, when?  #askfm yep - about 3 years ago. I was diagnosed with BPD first and t http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO7G6OAC5KARS776LGX7D7SLNZN62UYY2Z2ME5GMURB2KG3PYFYHJQUH4DB7YEV7M2VONS5LPBR5UUARBEY3C53DWGP5B6MTGOHPZS2PFWD7SCSMUBQC2TTHDFMILWLAES3NVXGHNYUKYTFGLYDTQOPPYP7SFZZWHX6M6NPKJ47XTQI72VY= ;;;#askfm;7.67E+17;https://twitter.com/elisekumar/status/767183182127067142
jaynicdiaz;18/08/2016 05:50;0;0;I always thought I was just crazy and desperate for attention in high school, but thankfully being diagnosed with bpd has confirmed that! :);;;;7.66E+17;https://twitter.com/jaynicdiaz/status/766029489419718656
MyBPDUK;17/08/2016 06:06;1;2;When I was diagnosed with BPD . I didn't know what it was. I found out that 2 people I know think they might have BPD but not diagnosed.;;;;7.66E+17;https://twitter.com/MyBPDUK/status/765670991687286786
panthaIassa;15/08/2016 21:39;0;5;I was misdiagnosed with OCD before I was re-diagnosed with autism, and I also was diagnosed bpd and sza after this;;;;7.65E+17;https://twitter.com/panthaIassa/status/765181222704283652
Eveantium;15/08/2016 10:58;0;0;@performillness a year ago, I was diagnosed with BPD and have often tried to look ol for research on it;;@performillness;;7.65E+17;https://twitter.com/Eveantium/status/765019825902985216
CinnaAyn;15/08/2016 01:42;0;3;When I was first diagnosed with #BPD I was made to feel like a monster. That needs to stop. #SickNotWeak;;;#bpd #sicknotweak;7.65E+17;https://twitter.com/CinnaAyn/status/764879925199314945
me_bpd;14/08/2016 01:40;4;7;When I was 1st diagnosed with rec depression the staff couldn't of been nicer. When BPD was mentioned their attitudes changed #EndStigma;;;#endstigma;7.65E+17;https://twitter.com/me_bpd/status/764517062047854592
bpd_orchid;13/08/2016 03:53;0;3;Hi to new (& old!) followers!When I was diagnosed with #bpd , I made BPD orchid & it made me realise I'm not alone in my experiences of BPD .;;;#bpd;7.64E+17;https://twitter.com/bpd_orchid/status/764188007675129856
d0gp1l3;12/08/2016 04:53;0;0;@owlcavedev I was only diagnosed with anxiety + depression back in 2013 but I'm thinking of going back to the doctor to talk about BPD .;;@owlcavedev;;7.64E+17;https://twitter.com/d0gp1l3/status/763840801881358336
burpbbpy;10/08/2016 19:36;0;0;@matthaig1 &thank you 4 reasons to stay alive.Indeed, helped keep me alive. I was just diagnosed with BPD & I hope to start advocating myself;;@matthaig1;;7.63E+17;https://twitter.com/burpbbpy/status/763338227814060032
limitlessmani;10/08/2016 10:58;0;4;@neededIauren i was diagnosed with bpd (borderline personality disorder) and I didn't really know who i was as a person;;@neededIauren;;7.63E+17;https://twitter.com/limitlessmani/status/763207830677618688
baldminho;08/08/2016 09:48;0;0;I was diagnosed with bpd when I was 11 https:// twitter.com/diablotitty/st atus/762446997399801857 ;;;;7.62E+17;https://twitter.com/baldminho/status/762465385580933120
brattygoth;06/08/2016 04:24;0;2;#MentalHealthCareSoPoor when I was diagnosed with BPD , my doctor told my mom I was just going through a rebellious phase and BPD was fake;;;#mentalhealthcaresopoor;7.62E+17;https://twitter.com/brattygoth/status/761659145313452032
st0rmin_ateacup;06/08/2016 02:45;1;4;#MentalHealthCareSoPoor when I was diagnosed with BPD i had no support it was as if they threw me on the street to survive;Rawmarsh, England;;#mentalhealthcaresopoor;7.62E+17;https://twitter.com/st0rmin_ateacup/status/761634276295184384
teejaysev;05/08/2016 03:25;0;0;Its been 9 years since i was diagnosed with MDD and today marks the 1st year i was diagnosed with BPD .. #mentalhealth;;;#mentalhealth;7.61E+17;https://twitter.com/teejaysev/status/761281861586780160
AK47andchill;28/07/2016 07:41;0;0;@BobbieAnne_28 so sure I had BPD when I was 14, only got diagnosed with it after a suicide attempt 5ish years later. So much pain could have;;@BobbieAnne_28;;7.58E+17;https://twitter.com/AK47andchill/status/758447319956062209
yungnosebIeed;28/07/2016 07:38;2;3;@BobbieAnne_28 @NoMayoTears @benadryI wtf are you saying I was diagnosed with BPD and I'm 16?;;@BobbieAnne_28 @NoMayoTears @benadryI;;7.58E+17;https://twitter.com/yungnosebIeed/status/758446371183611904
fidrygalki;28/07/2016 04:39;0;1;I have depressive personality. Now listen, I was diagnosed with BPD and none of my parents mentioned it -;;;;7.58E+17;https://twitter.com/fidrygalki/status/758401519557443584
femslashoe;23/07/2016 16:46;0;0;@ChloeJamesa hi! of course i don't mind haha the answer to that question is yes i do, i was diagnosed with adhd and bpd a while ago, wbu?;;@ChloeJamesa;;7.57E+17;https://twitter.com/femslashoe/status/756772426793353216
bpd_orchid;23/07/2016 05:48;0;4;When I was first diagnosed with #BPD I felt confused about what it meant for me. I didn't know who to talk to about it, or how to.;;;#bpd;7.57E+17;https://twitter.com/bpd_orchid/status/756606979699777536
bloodharvst;22/07/2016 06:12;0;1;I was diagnosed with bpd today  ah how do you feel about that? https:// curiouscat.me/ghostwolvess/p ost/3844584 ;;;;7.56E+17;https://twitter.com/bloodharvst/status/756250538799312897
spookymulderr;19/07/2016 02:06;0;0;I was diagnosed with BPD soon after turning 15, please read this https:// twitter.com/theaffinitymag /status/755056613384417280 ;;;;7.55E+17;https://twitter.com/spookymulderr/status/755101374455566336
candaysium;17/07/2016 22:57;1;19;i just noticed, over a year has come and gone since i was officially diagnosed with my eating disorder/anxiety/depression/ BPD .;;;;7.55E+17;https://twitter.com/candaysium/status/754691581748314113
freckledRED_;17/07/2016 15:58;0;0;@freckledRED_ When I was going through therapy as a teen, I was diagnosed with BPD & OCD. URL psycom.net/depression.cen tral.borderline.html ;;@freckledRED_;;7.55E+17;https://twitter.com/freckledRED_/status/754586022424506368
BPDNoMore;16/07/2016 04:00;0;0;I was diagnosed with BPD at the age of 29 in 1987. Life was hell but it didn't stay that way. I'll show you how I changed my diagnosis.;;;;7.54E+17;https://twitter.com/BPDNoMore/status/754043060607123456
bpd_orchid;13/07/2016 06:25;0;1;It's about 2 & a half years since I was diagnosed with #BPD . I am still accepting my story & what's happened https:// twitter.com/latentappy/sta tus/752944433075589120 ;;;#bpd;7.53E+17;https://twitter.com/bpd_orchid/status/752992181930057728
bpd_orchid;13/07/2016 06:23;1;5;Having someone to talk to about how I felt when I was diagnosed with borderline personality disorder- that means the world to me.;;;;7.53E+17;https://twitter.com/bpd_orchid/status/752991754169753600
MendingGrey;12/07/2016 03:56;0;0;Especially with BPD I was diagnosed with traits at 17 and doctors wrote my diagnosis as  BPD upon turning 18;;;;7.53E+17;https://twitter.com/MendingGrey/status/752592406864855040
Praisegirl77;12/07/2016 02:27;0;2;@KatiMorton I was just diagnosed with bpd . Thanks for the awesome information. Helps me better understand!;;@KatiMorton;;7.53E+17;https://twitter.com/Praisegirl77/status/752569937751732224
borderlinehope;11/07/2016 06:52;0;3;I was diagnosed with #bpd in 2008 but I only found out about it earlier this year. I don't know why it was hidden from me.;;;#bpd;7.52E+17;https://twitter.com/borderlinehope/status/752274392227450881
eoin_malachi;10/07/2016 21:59;0;3;adults in cities trying to catch Pokemon, when I did it I was diagnosed with #BPD #pokemongowalk yesterday's mental illness today's new fad;;;#bpd #pokemongowalk;7.52E+17;https://twitter.com/eoin_malachi/status/752140226353590274
milliemegan94;09/07/2016 01:26;0;0;@OnTheBorderline hey. I was hoping you could help. I've just been diagnosed with BPD and am looking for some people to talk to that...;;@OnTheBorderline;;7.51E+17;https://twitter.com/milliemegan94/status/751467457852899328
Victoria_Hannah;07/07/2016 02:10;1;4;I was diagnosed with #anxiety last year and #BPD last week. I wrote about it, shouting out to @AnxietyUK https:// ohnonotanotherblogger.co.uk/2016/07/05/oh- no-bad-days-wont-last-forever/  #writing;;@AnxietyUK;#anxiety #bpd #writing;7.51E+17;https://twitter.com/Victoria_Hannah/status/750753695541985280
lydiawilliams15;06/07/2016 20:19;0;0;@ConorAllanIRL Ahh, I was actually diagnosed with BPD last week (yay diagnosis change) so its all quite new to me. THANK YOU! <3;;@ConorAllanIRL;;7.51E+17;https://twitter.com/lydiawilliams15/status/750665404452831232
orex_mindgames;02/07/2016 22:10;0;1;@deprxssedlife I would. I don't know you but I was recently diagnosed with BPD & struggling with what that means. You show me I'm not alone;;@deprxssedlife;;7.49E+17;https://twitter.com/orex_mindgames/status/749243906752024577
bpd_orchid;02/07/2016 07:13;0;1;When I was diagnosed with #BPD the psych told me that I was likely to be subconsciously inflicting on others what I've had inflicted on me;;;#bpd;7.49E+17;https://twitter.com/bpd_orchid/status/749018158124630016
MsAmberBoBamber;01/07/2016 19:15;0;0;@nonBPDspouse @sloanrachel have bpd ? It's a terrible disorder or something. The outpatient program didn't even tell me I was diagnosed with;;@nonBPDspouse @sloanrachel;;7.49E+17;https://twitter.com/MsAmberBoBamber/status/748837356745158656
prinxeMu;01/07/2016 07:08;0;1;earlier this year i was diagnosed with something called BPD , which stands for Borderline Personality Disorder, and it's been useful but like;;;;7.49E+17;https://twitter.com/prinxeMu/status/748654474680483841
onelastkick71;29/06/2016 09:45;0;0;@CStreetlights @heatherr_parker @AthenaMoberg I was diagnosed with BPD by 4 diff docs #sexabusechat;;@CStreetlights @heatherr_parker @AthenaMoberg;#sexabusechat;7.48E+17;https://twitter.com/onelastkick71/status/747969120864448512
me_bpd;29/06/2016 03:08;0;0;@Rubywax I was diagnosed with BPD and the stigma I suffered from employment and friends was outrageous. Thank you for all your work;;@Rubywax;;7.48E+17;https://twitter.com/me_bpd/status/747869306331992068
ginaameow;29/06/2016 01:24;0;0;@lenabug_ I was diagnosed with BPD by one psychiatrist then diagnosed differently by a different psych. First psych was so wrong.;;@lenabug_;;7.48E+17;https://twitter.com/ginaameow/status/747843212262309890
krisiness_;28/06/2016 13:48;0;1;for YEARS I thought I was bipolar, but I was diagnosed with BPD . I never went around telling people this;;;;7.48E+17;https://twitter.com/krisiness_/status/747667967635259392
krisiness_;21/06/2016 02:50;0;0;Today marks two years to the day that I was diagnosed with #BPD #depression #soxialanxiety  http:// ift.tt/28Litu0 pic.twitter.com/DGgNPG0XpT;;;#bpd #depression #soxialanxiety;7.45E+17;https://twitter.com/krisiness_/status/744965774557782016
krisiness_;17/06/2016 10:11;0;0;June 20th marks 2 years since I was diagnosed with #bpd #depression and #anxiety woooooo its been a ride #mentalhealth;;;#bpd #depression #anxiety #mentalhealth;7.44E+17;https://twitter.com/krisiness_/status/743627210293030912
MyBPDUK;12/06/2016 08:12;0;0;@loonydepartment I was 25 before I was diagnosed with BPD But it's too late. I have diabetes and going blind. Why not help me sooner?;;@loonydepartment;;7.42E+17;https://twitter.com/MyBPDUK/status/741785138640650240
MyLovelyHoseok;05/06/2016 02:28;0;2;So about a week ago I was diagnosed with bpd (borderline personality disorder). I don't know if I was gonna tell you guys or not;;;;7.39E+17;https://twitter.com/MyLovelyHoseok/status/739161803884761088
jimthevic;05/06/2016 00:16;0;1;"@BPDFFS @neabpd I was diagnosed with Attachment Issues; gateway to my BPD diagnosis. I know it's good relationships which are 'saving' me x";;@BPDFFS @neabpd;;7.39E+17;https://twitter.com/jimthevic/status/739128769122820096
neendartal;01/06/2016 13:59;0;1;The last person I was in love with has been diagnosed with BPD so what does that say about me, really?;;;;7.38E+17;https://twitter.com/neendartal/status/737886167706836993
frostyoungjae;29/05/2016 06:27;0;2;Because of this I ended up getting diagnosed with depression and severe anxiety at the age of 14. I was diagnosed with BPD at the age of 18;;;;7.37E+17;https://twitter.com/frostyoungjae/status/736685358709084160
altman_evan;26/05/2016 17:38;0;0;Agree with Dr. Weixel's answer to  I was diagnosed with BPD and OCPD, but how can I have both? I thought they were o... - URL;;;;7.36E+17;https://twitter.com/altman_evan/status/735767156709687296
geekymagenta;23/05/2016 07:22;0;2;I was diagnosed with #bpd once, but a later, better, therapist said it was instead complex manifestations of my #ptsd .;;;#bpd #ptsd;7.35E+17;https://twitter.com/geekymagenta/status/734524916620513280
JessCampbell90;23/05/2016 03:25;0;0;My #mentalhealth fact of the day. I was diagnosed with BPD almost 6 months ago but have had to be hospitalized twice for lack of #DBT skills;;;#mentalhealth #dbt;7.34E+17;https://twitter.com/JessCampbell90/status/734465320979693568
gaykeyblade;20/05/2016 12:05;0;0;Went to the doctor today. Officially diagnosed with bpd . I want to punch everyone who said I was making it up.;North Vernon, IN;;;7.34E+17;https://twitter.com/gaykeyblade/status/733509042870476800
scarsnevershown;19/05/2016 06:42;0;0;So I was diagnosed with BPD and I dunno how I feel about that man;;;;7.33E+17;https://twitter.com/scarsnevershown/status/733065278901346304
RobinTetley;18/05/2016 23:43;0;0;@soulessgingerrr So really I'm a work in progress. I was only diagnosed with BPD last year half way through the time I'll get for group.;;@soulessgingerrr;;7.33E+17;https://twitter.com/RobinTetley/status/732959830911127552
laurametheny2;18/05/2016 21:42;0;0;@KrizzKaliko I love your music! I was diagnosed with BPD 13 years ago and your music helps me so much! Thank you for that @KrizzKaliko !;;@KrizzKaliko @KrizzKaliko;;7.33E+17;https://twitter.com/laurametheny2/status/732929423939272704
electricgirls;17/05/2016 01:03;0;0;@rachellmcnab when he got diagnosed with bpd I was howling because #me;;@rachellmcnab;#me;7.32E+17;https://twitter.com/electricgirls/status/732255180591353856
trans666;13/05/2016 09:16;0;1;i was self diagnosed with bpd until i was hospitalized, then i brought it up and was prof diagnosed https:// twitter.com/bunnyelephant/ status/730928218320961537 ;;;;7.31E+17;https://twitter.com/trans666/status/730929607575257088
acidpants;13/05/2016 07:22;0;4;me before I was diagnosed with BPD https:// twitter.com/warmcigarette/ status/730879430399164416 ;;;;7.31E+17;https://twitter.com/acidpants/status/730901104972599296
